user,click_1,click_2,click_3,click_4,click_5,conversion,value
3801,c,c,,,,0,0
3802,b,a,,,,1,43
3803,a,c,d,a,,0,0
3804,a,c,d,,,0,0
3805,d,d,d,c,d,1,49
3806,c,d,,,,0,0
3807,a,,,,,0,0
3808,c,d,,,,0,0
3809,c,c,,,,0,0
3810,d,d,b,b,,0,0
3811,b,a,d,d,,0,0
3812,b,,,,,0,0
3813,c,,,,,0,0
3814,d,d,d,,,0,0
3815,b,a,a,c,d,0,0
3816,c,,,,,0,0
3817,a,,,,,0,0
3818,d,,,,,0,0
3819,b,d,a,,,0,0
3820,d,,,,,0,0
3821,d,b,a,a,,0,0
3822,d,,,,,0,0
3823,d,,,,,0,0
3824,d,b,b,a,,0,0
3825,c,b,a,b,,0,0
3826,a,a,d,,,0,0
3827,c,c,b,,,0,0
3828,a,d,d,d,,1,45
3829,d,a,b,a,,0,0
3830,a,a,b,,,0,0
3831,a,a,c,a,,0,0
3832,b,,,,,0,0
3833,b,d,d,d,,0,0
3834,a,,,,,0,0
3835,d,,,,,0,0
3836,c,b,c,,,1,31
3837,a,,,,,0,0
3838,a,d,c,c,,1,50
3839,d,d,b,c,,0,0
3840,d,b,a,,,1,35
3841,d,,,,,0,0
3842,c,d,c,d,,0,0
3843,b,d,a,d,a,1,42
3844,a,a,b,d,,0,0
3845,b,b,a,,,0,0
3846,b,d,b,,,0,0
3847,c,a,b,d,a,0,0
3848,a,d,c,,,0,0
3849,a,c,,,,0,0
3850,a,c,b,d,,0,0
3851,c,d,,,,0,0
3852,c,,,,,0,0
3853,b,d,d,,,0,0
3854,d,b,,,,0,0
3855,b,d,d,,,0,0
3856,c,c,,,,0,0
3857,c,,,,,0,0
3858,c,d,c,b,c,0,0
3859,d,d,,,,0,0
3860,b,a,d,d,,1,47
3861,b,d,a,c,,0,0
3862,a,c,c,d,,0,0
3863,c,c,b,d,,0,0
3864,a,b,a,d,,0,0
3865,c,b,b,c,,1,33
3866,b,d,d,,,1,33
3867,b,,,,,0,0
3868,a,a,,,,0,0
3869,b,c,c,a,c,0,0
3870,a,b,b,c,,0,0
3871,c,a,,,,0,0
3872,b,,,,,0,0
3873,c,,,,,0,0
3874,b,a,c,c,b,0,0
3875,d,c,c,a,,1,31
3876,c,a,,,,0,0
3877,c,b,b,c,d,1,50
3878,c,a,,,,0,0
3879,c,c,a,,,1,36
3880,c,b,,,,1,49
3881,d,,,,,0,0
3882,a,a,a,c,,0,0
3883,c,a,c,,,0,0
3884,c,c,c,d,c,0,0
3885,a,d,,,,0,0
3886,c,d,b,d,d,0,0
3887,d,c,b,a,d,1,48
3888,a,,,,,0,0
3889,d,c,a,,,0,0
3890,d,d,a,c,a,0,0
3891,c,b,c,c,,0,0
3892,d,d,b,a,,1,40
3893,a,a,b,,,1,44
3894,a,d,,,,0,0
3895,a,,,,,1,43
3896,a,d,b,c,,1,42
3897,a,a,,,,1,46
3898,b,d,a,c,a,0,0
3899,b,a,c,,,1,44
3900,a,d,a,,,0,0
3901,a,a,d,,,0,0
3902,d,b,,,,0,0
3903,c,d,,,,0,0
3904,c,d,a,b,d,0,0
3905,a,b,,,,0,0
3906,a,c,c,a,a,1,46
3907,b,c,,,,1,32
3908,d,d,d,,,0,0
3909,a,,,,,0,0
3910,d,b,,,,0,0
3911,c,d,c,b,,0,0
3912,a,a,b,a,d,1,38
3913,c,d,a,b,,0,0
3914,a,c,d,c,a,1,32
3915,a,b,,,,1,35
3916,a,a,b,,,1,30
3917,d,d,a,d,,1,49
3918,a,,,,,0,0
3919,a,d,a,c,,0,0
3920,a,,,,,1,32
3921,c,b,b,d,,1,35
3922,d,a,b,,,0,0
3923,d,d,b,b,,1,35
3924,c,d,b,b,b,1,47
3925,c,d,d,b,a,0,0
3926,d,c,,,,0,0
3927,d,d,c,d,b,0,0
3928,d,d,a,b,b,0,0
3929,d,b,d,,,0,0
3930,d,b,b,d,c,0,0
3931,b,c,b,,,0,0
3932,b,a,b,b,,0,0
3933,b,d,c,,,0,0
3934,d,d,b,a,,0,0
3935,c,d,a,d,c,0,0
3936,b,c,a,b,,1,47
3937,c,,,,,0,0
3938,a,c,b,b,c,0,0
3939,a,b,,,,0,0
3940,a,c,a,d,,0,0
3941,d,c,d,,,0,0
3942,b,a,b,,,1,36
3943,d,d,c,b,,0,0
3944,c,a,,,,0,0
3945,d,b,c,b,,0,0
3946,c,d,c,a,c,0,0
3947,c,,,,,0,0
3948,c,a,a,a,,1,50
3949,c,a,b,d,,0,0
3950,a,b,c,a,d,0,0
3951,b,d,c,b,,1,37
3952,c,,,,,0,0
3953,a,d,b,c,,0,0
3954,c,a,a,c,b,1,35
3955,c,,,,,0,0
3956,d,c,c,,,1,46
3957,d,,,,,0,0
3958,b,,,,,0,0
3959,b,c,,,,0,0
3960,b,b,,,,0,0
3961,d,a,d,,,0,0
3962,d,a,a,b,,1,49
3963,d,a,a,a,b,1,50
3964,a,c,a,c,,0,0
3965,d,b,a,,,0,0
3966,b,b,c,,,0,0
3967,c,d,b,b,,1,30
3968,c,d,a,d,,1,40
3969,b,c,b,,,0,0
3970,a,d,,,,0,0
3971,a,d,,,,0,0
3972,c,a,d,a,,1,38
3973,c,d,,,,0,0
3974,d,c,,,,0,0
3975,b,c,b,d,c,1,46
3976,b,b,d,,,0,0
3977,a,a,,,,0,0
3978,b,c,c,,,1,46
3979,a,,,,,0,0
3980,c,,,,,0,0
3981,c,d,a,,,0,0
3982,c,c,a,d,,0,0
3983,c,c,d,,,0,0
3984,d,a,c,,,0,0
3985,a,d,,,,1,43
3986,b,d,c,b,a,0,0
3987,d,b,,,,1,43
3988,a,c,a,,,0,0
3989,c,b,b,,,1,40
3990,a,c,,,,0,0
3991,d,d,d,b,,0,0
3992,c,c,a,,,1,34
3993,d,b,,,,0,0
3994,c,c,b,b,,0,0
3995,b,a,,,,0,0
3996,a,b,,,,1,46
3997,d,d,c,c,c,0,0
3998,b,d,d,b,,0,0
3999,b,a,,,,0,0
4000,b,a,,,,1,40
4001,d,c,d,,,0,0
4002,d,,,,,0,0
4003,c,c,a,c,,0,0
4004,c,d,c,,,0,0
4005,d,d,a,b,d,0,0
4006,d,,,,,0,0
4007,c,a,c,d,c,1,43
4008,c,b,c,d,c,1,30
4009,d,b,,,,1,36
4010,a,d,a,,,0,0
4011,b,,,,,0,0
4012,c,,,,,0,0
4013,a,b,a,,,0,0
4014,c,d,b,,,0,0
4015,d,b,d,,,0,0
4016,b,d,a,d,,1,35
4017,c,d,,,,0,0
4018,d,,,,,0,0
4019,d,c,,,,0,0
4020,c,c,a,,,0,0
4021,d,c,d,c,b,0,0
4022,c,d,d,d,a,0,0
4023,d,b,,,,0,0
4024,d,a,a,,,0,0
4025,b,,,,,0,0
4026,d,b,b,d,,0,0
4027,c,d,c,c,,0,0
4028,d,b,a,,,0,0
4029,c,b,,,,0,0
4030,a,d,c,b,a,1,30
4031,d,b,c,,,1,37
4032,c,c,b,a,a,0,0
4033,c,b,d,c,,0,0
4034,a,c,c,d,,0,0
4035,d,d,c,a,d,0,0
4036,a,,,,,0,0
4037,a,c,d,b,d,1,31
4038,b,,,,,1,31
4039,d,,,,,0,0
4040,b,,,,,0,0
4041,b,,,,,0,0
4042,c,,,,,0,0
4043,d,a,c,d,a,1,47
4044,a,b,,,,0,0
4045,a,d,d,d,c,0,0
4046,b,b,a,b,d,0,0
4047,a,a,a,,,0,0
4048,b,d,b,,,0,0
4049,c,,,,,1,38
4050,b,b,b,d,,0,0
4051,d,c,,,,0,0
4052,d,b,,,,0,0
4053,a,,,,,0,0
4054,d,b,d,d,d,0,0
4055,d,a,d,b,b,0,0
4056,c,c,b,a,,1,30
4057,d,,,,,0,0
4058,b,,,,,0,0
4059,c,c,b,c,,0,0
4060,b,b,d,a,,0,0
4061,b,a,,,,0,0
4062,d,b,a,,,0,0
4063,c,a,d,c,,0,0
4064,b,c,d,d,d,0,0
4065,b,c,b,b,b,0,0
4066,d,a,b,d,,0,0
4067,a,c,b,a,b,1,41
4068,a,d,b,,,0,0
4069,d,b,a,b,,1,40
4070,c,a,d,b,,0,0
4071,d,,,,,0,0
4072,a,b,b,,,0,0
4073,d,b,b,d,,0,0
4074,b,a,b,c,a,0,0
4075,c,,,,,0,0
4076,c,,,,,0,0
4077,c,,,,,0,0
4078,a,a,b,d,,1,46
4079,a,c,a,,,0,0
4080,d,c,d,,,0,0
4081,c,,,,,0,0
4082,d,,,,,0,0
4083,b,c,,,,1,31
4084,d,b,b,d,,1,30
4085,b,d,d,,,0,0
4086,a,a,d,c,b,1,50
4087,a,c,d,,,1,40
4088,a,c,c,,,0,0
4089,d,b,,,,0,0
4090,b,d,c,a,,0,0
4091,b,b,d,d,,0,0
4092,d,d,d,d,,1,37
4093,a,d,,,,0,0
4094,b,b,d,c,b,1,45
4095,a,b,,,,0,0
4096,a,a,c,a,,1,33
4097,c,b,c,d,d,0,0
4098,d,d,c,d,b,0,0
4099,a,a,c,b,d,1,48
4100,b,a,a,b,c,1,46
4101,c,a,b,,,0,0
4102,a,,,,,1,50
4103,c,,,,,0,0
4104,a,a,d,c,b,0,0
4105,d,c,b,b,b,1,39
4106,c,,,,,0,0
4107,d,,,,,1,41
4108,a,,,,,0,0
4109,a,a,b,c,b,0,0
4110,c,c,c,,,1,39
4111,c,a,b,d,,0,0
4112,b,a,b,c,b,0,0
4113,c,a,c,,,0,0
4114,a,b,,,,0,0
4115,d,b,b,,,0,0
4116,b,a,c,c,c,1,33
4117,a,b,,,,1,38
4118,d,c,d,,,0,0
4119,c,a,b,c,a,1,48
4120,b,,,,,0,0
4121,b,d,,,,0,0
4122,d,d,d,d,a,0,0
4123,d,,,,,0,0
4124,b,b,,,,0,0
4125,b,c,c,a,,1,49
4126,d,c,d,,,0,0
4127,b,b,,,,0,0
4128,d,b,,,,0,0
4129,c,c,b,a,,0,0
4130,c,,,,,0,0
4131,c,c,b,,,0,0
4132,c,,,,,1,33
4133,a,d,b,,,0,0
4134,b,c,,,,0,0
4135,b,b,d,c,,1,36
4136,b,,,,,0,0
4137,d,b,b,b,c,0,0
4138,c,,,,,0,0
4139,d,d,d,c,b,0,0
4140,c,,,,,0,0
4141,d,,,,,0,0
4142,a,c,,,,1,43
4143,d,,,,,0,0
4144,a,d,b,b,b,0,0
4145,b,d,a,c,,0,0
4146,a,,,,,0,0
4147,b,c,c,b,b,1,30
4148,d,c,,,,0,0
4149,d,,,,,0,0
4150,c,d,a,,,0,0
4151,c,a,,,,0,0
4152,b,,,,,0,0
4153,c,b,d,d,,0,0
4154,b,b,d,d,,1,48
4155,b,,,,,0,0
4156,a,b,a,b,a,0,0
4157,d,a,d,d,,0,0
4158,c,,,,,0,0
4159,b,c,a,,,0,0
4160,c,c,b,,,0,0
4161,c,a,,,,0,0
4162,b,a,c,c,d,0,0
4163,b,a,a,,,0,0
4164,b,a,,,,1,38
4165,a,a,c,d,,0,0
4166,d,d,c,,,0,0
4167,a,c,d,,,1,46
4168,a,b,,,,0,0
4169,a,b,b,b,,0,0
4170,b,a,b,d,c,1,39
4171,d,a,b,b,,0,0
4172,c,b,a,a,,0,0
4173,b,d,,,,0,0
4174,a,a,,,,0,0
4175,c,b,,,,0,0
4176,d,b,,,,1,46
4177,c,,,,,0,0
4178,d,b,d,b,,0,0
4179,a,b,b,d,c,0,0
4180,b,d,b,,,0,0
4181,a,c,d,a,b,0,0
4182,a,d,a,c,,0,0
4183,a,b,,,,0,0
4184,d,b,a,a,a,0,0
4185,d,c,a,,,0,0
4186,c,d,,,,0,0
4187,b,d,a,a,b,1,40
4188,c,a,c,,,0,0
4189,a,,,,,0,0
4190,a,c,c,,,1,39
4191,b,c,,,,0,0
4192,d,c,c,,,0,0
4193,c,,,,,0,0
4194,c,c,a,b,,1,38
4195,a,c,c,a,,0,0
4196,d,d,,,,0,0
4197,c,a,c,c,,1,43
4198,c,c,a,,,0,0
4199,b,c,,,,0,0
4200,a,,,,,1,41
4201,b,d,b,b,d,1,37
4202,d,a,b,,,0,0
4203,a,b,b,a,a,0,0
4204,a,,,,,0,0
4205,c,,,,,0,0
4206,c,b,d,c,d,0,0
4207,c,d,a,c,c,1,34
4208,d,,,,,0,0
4209,b,d,c,b,,0,0
4210,a,,,,,0,0
4211,b,,,,,1,40
4212,a,a,d,a,b,0,0
4213,c,c,a,b,c,0,0
4214,c,a,d,,,0,0
4215,d,b,b,,,0,0
4216,c,a,,,,0,0
4217,a,b,b,,,1,39
4218,b,a,b,b,a,1,42
4219,c,b,b,d,b,0,0
4220,c,,,,,0,0
4221,c,c,,,,0,0
4222,d,,,,,0,0
4223,a,d,c,d,,0,0
4224,a,a,,,,1,33
4225,c,a,b,a,c,1,45
4226,a,b,,,,0,0
4227,b,b,,,,0,0
4228,c,d,b,,,0,0
4229,d,a,c,,,1,38
4230,c,a,,,,0,0
4231,b,,,,,0,0
4232,a,b,d,b,,0,0
4233,c,c,a,a,,1,46
4234,b,c,,,,0,0
4235,a,,,,,0,0
4236,a,a,a,b,c,1,38
4237,a,c,,,,0,0
4238,d,,,,,0,0
4239,a,c,,,,0,0
4240,c,b,a,a,,0,0
4241,c,b,a,b,,1,32
4242,d,b,b,b,,0,0
4243,c,c,b,b,,1,32
4244,d,d,d,,,0,0
4245,b,b,c,d,,0,0
4246,d,a,a,,,0,0
4247,b,b,a,,,1,38
4248,a,d,,,,0,0
4249,a,b,b,c,,0,0
4250,a,b,b,d,,0,0
4251,d,,,,,0,0
4252,d,d,,,,0,0
4253,a,d,b,c,,0,0
4254,c,b,,,,0,0
4255,c,c,d,,,0,0
4256,a,a,d,c,,0,0
4257,b,d,d,d,d,1,31
4258,c,a,a,,,0,0
4259,c,b,c,,,0,0
4260,a,c,d,a,a,0,0
4261,c,d,,,,0,0
4262,a,b,,,,0,0
4263,d,a,d,,,0,0
4264,a,,,,,0,0
4265,a,a,a,,,1,32
4266,c,b,c,,,1,39
4267,a,,,,,0,0
4268,b,d,c,d,d,0,0
4269,b,a,c,a,c,1,33
4270,a,a,c,a,,0,0
4271,d,c,,,,0,0
4272,a,b,,,,0,0
4273,a,c,c,,,1,33
4274,c,a,b,,,0,0
4275,d,d,d,c,,0,0
4276,c,b,c,,,0,0
4277,d,d,d,d,,0,0
4278,b,,,,,0,0
4279,a,b,c,c,,0,0
4280,a,b,b,d,,1,38
4281,d,b,d,d,b,0,0
4282,c,c,b,c,a,0,0
4283,b,d,a,c,d,0,0
4284,b,c,b,,,0,0
4285,d,c,d,a,d,0,0
4286,b,a,a,d,,1,37
4287,c,a,c,c,,0,0
4288,b,c,,,,0,0
4289,b,,,,,0,0
4290,b,a,b,,,0,0
4291,a,c,c,d,,0,0
4292,a,d,b,,,0,0
4293,b,c,d,a,,0,0
4294,c,,,,,0,0
4295,c,c,b,a,b,0,0
4296,c,,,,,0,0
4297,a,b,d,c,b,0,0
4298,d,,,,,0,0
4299,d,d,d,d,d,1,47
4300,d,d,b,,,0,0
4301,c,,,,,0,0
4302,b,,,,,0,0
4303,d,d,c,,,0,0
4304,c,b,,,,0,0
4305,b,,,,,0,0
4306,d,,,,,0,0
4307,d,,,,,0,0
4308,b,c,b,c,,0,0
4309,d,b,c,,,0,0
4310,d,d,,,,0,0
4311,b,c,b,a,c,1,46
4312,b,c,,,,0,0
4313,c,a,a,,,0,0
4314,c,d,c,d,,0,0
4315,b,a,,,,0,0
4316,b,b,,,,0,0
4317,a,a,d,a,b,1,45
4318,c,a,b,b,a,0,0
4319,c,,,,,0,0
4320,c,c,d,d,,0,0
4321,d,b,c,a,b,1,36
4322,c,a,,,,0,0
4323,a,,,,,1,45
4324,a,c,b,c,,0,0
4325,c,a,,,,0,0
4326,a,,,,,1,37
4327,b,a,c,,,0,0
4328,c,a,b,,,1,46
4329,a,b,d,a,,1,47
4330,b,,,,,0,0
4331,a,,,,,0,0
4332,a,c,b,c,,0,0
4333,b,c,d,a,d,0,0
4334,a,b,a,,,1,47
4335,c,b,c,c,a,1,33
4336,a,d,a,,,1,41
4337,d,c,c,a,b,1,47
4338,a,b,d,c,a,0,0
4339,b,c,,,,0,0
4340,a,c,,,,0,0
4341,a,,,,,0,0
4342,b,d,c,,,0,0
4343,b,c,d,b,,1,32
4344,d,a,b,a,,0,0
4345,a,,,,,1,44
4346,b,,,,,0,0
4347,d,a,d,,,0,0
4348,d,a,a,c,c,1,33
4349,a,d,a,c,c,1,33
4350,d,d,d,d,d,0,0
4351,b,c,d,c,c,1,38
4352,b,,,,,0,0
4353,a,b,a,,,0,0
4354,b,b,,,,1,50
4355,d,b,a,c,a,1,37
4356,d,c,d,a,d,0,0
4357,a,,,,,0,0
4358,d,b,,,,0,0
4359,a,,,,,0,0
4360,b,a,,,,1,45
4361,d,,,,,0,0
4362,b,,,,,0,0
4363,c,d,d,d,b,1,40
4364,a,,,,,0,0
4365,a,b,c,d,c,1,34
4366,a,d,a,d,a,0,0
4367,a,,,,,0,0
4368,c,a,a,c,,1,47
4369,d,c,a,c,,0,0
4370,b,c,d,d,d,0,0
4371,c,d,c,,,0,0
4372,d,a,,,,0,0
4373,a,,,,,0,0
4374,b,b,b,,,0,0
4375,a,a,d,b,,0,0
4376,d,,,,,0,0
4377,d,,,,,0,0
4378,b,a,,,,0,0
4379,b,a,a,a,,1,49
4380,a,,,,,0,0
4381,c,b,a,b,c,0,0
4382,a,b,a,a,b,1,43
4383,a,,,,,1,31
4384,d,,,,,0,0
4385,d,b,,,,1,47
4386,b,b,c,c,a,1,37
4387,b,b,,,,0,0
4388,d,a,b,c,,0,0
4389,b,c,c,,,1,48
4390,d,c,c,a,b,1,33
4391,b,b,d,d,,0,0
4392,a,b,,,,0,0
4393,d,,,,,0,0
4394,a,d,a,a,,0,0
4395,c,,,,,1,47
4396,a,b,a,c,,0,0
4397,c,,,,,0,0
4398,b,d,,,,0,0
4399,a,b,b,,,0,0
4400,c,b,d,d,d,0,0
4401,c,b,c,a,d,0,0
4402,b,,,,,0,0
4403,d,a,c,,,0,0
4404,d,a,b,,,0,0
4405,c,a,a,,,1,46
4406,c,c,c,,,0,0
4407,d,,,,,0,0
4408,c,c,d,a,d,0,0
4409,a,c,a,d,,0,0
4410,d,b,d,,,0,0
4411,b,b,c,,,0,0
4412,b,a,b,c,,0,0
4413,d,b,c,a,d,0,0
4414,b,d,a,d,,0,0
4415,b,c,d,b,,0,0
4416,c,a,c,b,,0,0
4417,a,b,b,,,0,0
4418,a,c,a,d,d,1,34
4419,c,c,d,a,,1,38
4420,d,a,b,b,,1,44
4421,a,b,,,,0,0
4422,d,b,b,d,b,0,0
4423,d,d,a,,,0,0
4424,c,d,c,b,d,0,0
4425,a,,,,,0,0
4426,b,b,c,a,,0,0
4427,d,,,,,0,0
4428,d,d,d,,,0,0
4429,c,c,,,,1,31
4430,d,d,b,d,c,0,0
4431,b,,,,,0,0
4432,c,d,c,,,0,0
4433,c,,,,,0,0
4434,c,,,,,1,40
4435,c,b,d,,,1,37
4436,a,b,,,,0,0
4437,b,,,,,0,0
4438,a,b,,,,0,0
4439,d,a,d,d,c,0,0
4440,b,b,a,,,0,0
4441,a,b,,,,0,0
4442,a,a,b,c,,0,0
4443,d,,,,,0,0
4444,c,,,,,0,0
4445,a,a,a,d,c,1,45
4446,b,a,b,b,a,0,0
4447,a,a,a,c,,0,0
4448,b,b,,,,0,0
4449,b,b,c,,,0,0
4450,d,c,d,a,a,1,32
4451,b,d,b,d,a,0,0
4452,b,b,d,,,0,0
4453,b,c,d,a,,1,45
4454,d,b,a,,,1,35
4455,a,a,,,,0,0
4456,c,b,c,c,d,0,0
4457,a,c,a,c,,0,0
4458,a,a,c,,,1,41
4459,d,c,c,,,0,0
4460,a,,,,,0,0
4461,d,a,d,d,d,0,0
4462,c,,,,,1,45
4463,b,,,,,0,0
4464,b,c,c,,,1,42
4465,a,d,b,b,d,0,0
4466,c,a,d,,,0,0
4467,c,a,b,b,,0,0
4468,c,c,d,c,c,0,0
4469,a,a,b,,,0,0
4470,d,c,b,a,b,1,44
4471,b,c,d,c,,0,0
4472,b,b,b,,,1,41
4473,d,a,b,,,0,0
4474,d,c,a,,,0,0
4475,b,c,c,d,a,0,0
4476,a,,,,,0,0
4477,b,c,a,b,a,0,0
4478,b,c,a,b,a,0,0
4479,d,a,c,b,,0,0
4480,c,a,c,a,c,0,0
4481,a,,,,,0,0
4482,b,c,b,b,d,0,0
4483,a,d,b,,,0,0
4484,d,b,a,,,0,0
4485,b,b,,,,1,38
4486,a,d,c,,,0,0
4487,c,a,,,,0,0
4488,a,,,,,0,0
4489,b,b,c,,,0,0
4490,c,b,b,a,c,0,0
4491,c,c,,,,0,0
4492,b,d,b,a,,1,41
4493,a,a,d,b,a,0,0
4494,b,b,b,,,0,0
4495,b,c,,,,1,45
4496,a,c,a,a,,0,0
4497,a,a,b,d,d,0,0
4498,a,c,c,,,0,0
4499,b,d,b,a,c,1,38
4500,b,,,,,0,0
4501,b,c,b,a,,0,0
4502,c,a,d,c,,0,0
4503,c,b,,,,0,0
4504,b,,,,,0,0
4505,b,b,,,,0,0
4506,d,b,b,a,,0,0
4507,a,c,d,d,,0,0
4508,c,a,b,,,0,0
4509,c,a,a,d,,0,0
4510,d,b,c,,,0,0
4511,d,,,,,0,0
4512,a,a,c,d,c,0,0
4513,b,b,,,,0,0
4514,b,a,,,,0,0
4515,d,d,,,,0,0
4516,c,d,d,,,0,0
4517,a,c,a,b,,1,39
4518,d,c,b,,,0,0
4519,c,b,d,a,b,0,0
4520,b,b,a,d,c,0,0
4521,a,a,a,c,,1,43
4522,b,a,b,,,0,0
4523,c,c,d,d,c,0,0
4524,c,a,d,a,c,0,0
4525,c,b,,,,0,0
4526,d,,,,,0,0
4527,b,c,a,d,,0,0
4528,b,,,,,0,0
4529,b,c,b,a,d,1,36
4530,a,,,,,0,0
4531,c,d,,,,0,0
4532,a,d,c,,,0,0
4533,d,,,,,1,31
4534,c,b,a,d,c,0,0
4535,d,a,d,,,0,0
4536,b,a,,,,0,0
4537,a,d,d,b,,1,32
4538,d,d,b,,,0,0
4539,a,d,b,,,0,0
4540,a,b,c,,,0,0
4541,d,,,,,0,0
4542,d,d,a,b,,0,0
4543,c,b,c,,,0,0
4544,d,,,,,0,0
4545,d,b,c,d,d,0,0
4546,d,,,,,0,0
4547,c,a,d,b,b,0,0
4548,d,a,a,,,0,0
4549,b,a,c,b,d,1,50
4550,c,d,b,c,,0,0
4551,c,a,d,c,,0,0
4552,d,c,b,d,,1,38
4553,c,d,a,a,,0,0
4554,c,b,a,,,0,0
4555,c,b,,,,0,0
4556,a,a,c,,,1,30
4557,c,b,a,a,,0,0
4558,a,,,,,0,0
4559,b,,,,,0,0
4560,d,d,,,,0,0
4561,c,b,,,,0,0
4562,c,a,,,,1,31
4563,c,a,b,b,,1,41
4564,d,a,,,,0,0
4565,d,b,a,d,,0,0
4566,d,d,,,,0,0
4567,b,a,,,,1,31
4568,a,c,b,d,b,0,0
4569,c,a,,,,1,47
4570,a,a,b,c,,1,36
4571,a,a,c,b,,1,33
4572,b,,,,,0,0
4573,d,,,,,0,0
4574,a,d,,,,0,0
4575,b,d,d,a,b,0,0
4576,a,,,,,0,0
4577,d,c,,,,0,0
4578,b,d,,,,0,0
4579,d,c,a,,,0,0
4580,c,d,d,d,b,0,0
4581,c,,,,,0,0
4582,d,d,a,a,d,0,0
4583,c,a,d,,,1,50
4584,b,b,a,,,0,0
4585,b,c,c,c,d,1,36
4586,b,d,a,a,,0,0
4587,d,c,a,d,,0,0
4588,c,d,c,d,,1,46
4589,c,c,c,,,0,0
4590,c,,,,,0,0
4591,c,a,d,,,0,0
4592,c,b,b,,,1,43
4593,b,d,,,,0,0
4594,b,b,,,,0,0
4595,d,d,a,a,,0,0
4596,a,a,c,a,c,0,0
4597,c,c,b,d,,0,0
4598,c,,,,,0,0
4599,d,a,c,,,1,34
4600,a,d,,,,0,0
4601,b,a,d,d,,1,31
4602,b,,,,,0,0
4603,c,c,d,,,0,0
4604,a,b,,,,1,33
4605,c,b,b,a,c,1,43
4606,c,c,,,,1,43
4607,a,b,c,,,0,0
4608,c,,,,,0,0
4609,a,b,,,,0,0
4610,b,d,d,d,,0,0
4611,a,,,,,0,0
4612,d,d,d,c,c,1,33
4613,a,b,,,,0,0
4614,a,d,c,,,1,44
4615,c,a,a,,,1,47
4616,b,b,a,,,0,0
4617,c,a,d,b,c,0,0
4618,c,c,b,,,0,0
4619,a,b,b,,,1,33
4620,c,d,,,,0,0
4621,b,d,b,c,b,0,0
4622,b,a,a,a,a,1,44
4623,d,a,c,c,,0,0
4624,b,a,d,,,0,0
4625,b,,,,,0,0
4626,d,d,,,,0,0
4627,a,c,a,,,1,39
4628,a,a,c,c,,1,31
4629,a,,,,,0,0
4630,c,c,,,,0,0
4631,c,c,,,,0,0
4632,a,b,b,a,c,1,39
4633,b,,,,,0,0
4634,b,,,,,0,0
4635,c,c,b,c,,0,0
4636,c,c,,,,0,0
4637,d,b,a,c,d,0,0
4638,c,b,c,,,1,35
4639,b,,,,,1,46
4640,a,d,c,c,,0,0
4641,c,b,,,,1,42
4642,d,a,,,,0,0
4643,a,a,d,b,a,1,47
4644,d,c,,,,0,0
4645,b,d,b,,,1,46
4646,a,b,a,d,,0,0
4647,b,a,c,,,1,44
4648,c,a,d,,,1,42
4649,b,b,c,c,,0,0
4650,b,a,d,b,c,0,0
4651,d,b,b,b,a,0,0
4652,c,b,,,,0,0
4653,a,,,,,0,0
4654,b,d,,,,0,0
4655,d,c,d,,,0,0
4656,a,d,d,,,1,35
4657,b,c,,,,0,0
4658,c,a,a,c,,0,0
4659,b,,,,,0,0
4660,c,c,d,,,0,0
4661,d,c,,,,0,0
4662,b,b,c,,,0,0
4663,c,a,a,c,c,1,45
4664,a,c,,,,0,0
4665,c,b,c,b,c,1,34
4666,b,b,a,a,b,0,0
4667,b,a,a,c,,0,0
4668,b,c,b,b,c,0,0
4669,a,,,,,0,0
4670,b,,,,,0,0
4671,a,c,,,,0,0
4672,a,b,,,,0,0
4673,b,d,,,,0,0
4674,b,,,,,0,0
4675,d,c,c,b,c,0,0
4676,b,c,a,d,c,0,0
4677,d,,,,,0,0
4678,a,a,c,b,,1,33
4679,a,b,b,c,,0,0
4680,a,d,c,c,a,1,39
4681,a,b,d,c,,0,0
4682,d,c,,,,0,0
4683,c,c,,,,1,38
4684,b,d,c,b,a,0,0
4685,c,a,,,,0,0
4686,c,b,,,,0,0
4687,c,c,a,a,c,0,0
4688,b,,,,,0,0
4689,b,b,a,,,0,0
4690,b,,,,,0,0
4691,c,,,,,1,49
4692,d,,,,,1,47
4693,b,b,a,a,,0,0
4694,a,d,,,,0,0
4695,c,d,d,,,1,46
4696,d,a,d,b,d,0,0
4697,c,b,a,a,b,0,0
4698,d,b,a,b,c,0,0
4699,d,,,,,0,0
4700,d,,,,,0,0
4701,c,c,c,b,c,0,0
4702,d,,,,,0,0
4703,c,c,d,,,0,0
4704,c,d,a,,,0,0
4705,c,b,d,c,,0,0
4706,b,a,c,,,0,0
4707,a,c,a,,,0,0
4708,a,,,,,0,0
4709,d,,,,,1,44
4710,b,c,a,,,0,0
4711,c,a,a,,,0,0
4712,a,d,,,,0,0
4713,d,c,,,,0,0
4714,a,a,c,d,a,0,0
4715,a,,,,,0,0
4716,c,d,b,,,1,36
4717,b,,,,,1,32
4718,d,c,,,,0,0
4719,b,d,c,c,,0,0
4720,d,a,d,c,d,1,42
4721,b,d,,,,0,0
4722,a,b,a,,,0,0
4723,c,a,d,c,,1,49
4724,d,d,c,,,0,0
4725,b,a,b,,,0,0
4726,c,d,,,,0,0
4727,d,,,,,0,0
4728,a,d,c,,,0,0
4729,b,d,d,c,a,0,0
4730,c,,,,,0,0
